# Player;Stats
256   Frank Anguissa Total matches : 14;1,035 (https://www.fotmob.com/en-GB/players/612863/frank-anguissa)
257   Gennaro Borrelli Total matches : 22;1,033 (https://www.fotmob.com/en-GB/players/1030646/gennaro-borrelli)
258   Ruben Loftus-Cheek Total matches : 23;1,025 (https://www.fotmob.com/en-GB/players/604982/ruben-loftus-cheek)
259   Martin Baturina Total matches : 21;1,025 (https://www.fotmob.com/en-GB/players/1215064/martin-baturina)
260   Francesco Acerbi Total matches : 14;1,019 (https://www.fotmob.com/en-GB/players/73024/francesco-acerbi)
261   Jordan Zemura Total matches : 15;1,018 (https://www.fotmob.com/en-GB/players/982633/jordan-zemura)
262   Nicolás Valentini Total matches : 15;1,017 (https://www.fotmob.com/en-GB/players/1249665/nicolas-valentini)
263   Nuno Tavares Total matches : 17;1,015 (https://www.fotmob.com/en-GB/players/957118/nuno-tavares)
264   Honest Ahanor Total matches : 16;1,014 (https://www.fotmob.com/en-GB/players/1669629/honest-ahanor)
265   Christopher Nkunku Total matches : 24;1,012 (https://www.fotmob.com/en-GB/players/704523/christopher-nkunku)
266   Mariano Troilo Total matches : 14;998 (https://www.fotmob.com/en-GB/players/1520184/mariano-troilo)
267   Ebenezer Akinsanmiro Total matches : 16;996 (https://www.fotmob.com/en-GB/players/1481909/ebenezer-akinsanmiro)
268   Cyril Ngonge Total matches : 20;992 (https://www.fotmob.com/en-GB/players/994403/cyril-ngonge)
269   Miguel Gutiérrez Total matches : 20;987 (https://www.fotmob.com/en-GB/players/942379/miguel-gutierrez)
270   Jamil Siebert Total matches : 13;980 (https://www.fotmob.com/en-GB/players/1185260/jamil-siebert)
271   Amin Sarr Total matches : 29;979 (https://www.fotmob.com/en-GB/players/1156568/amin-sarr)
272   Cheikh Niasse Total matches : 20;978 (https://www.fotmob.com/en-GB/players/1011022/cheikh-niasse)
273   Alessandro Deiola Total matches : 13;978 (https://www.fotmob.com/en-GB/players/449283/alessandro-deiola)
274   Mathías Olivera Total matches : 19;970 (https://www.fotmob.com/en-GB/players/729093/mathias-olivera)
275   Semih Kiliçsoy Total matches : 21;969 (https://www.fotmob.com/en-GB/players/1435689/semih-kilicsoy)
276   Oliver Provstgaard Total matches : 18;969 (https://www.fotmob.com/en-GB/players/1333331/oliver-provstgaard)
277   Kenneth Taylor Total matches : 11;963 (https://www.fotmob.com/en-GB/players/970565/kenneth-taylor)
278   Federico Gatti Total matches : 16;957 (https://www.fotmob.com/en-GB/players/1189288/federico-gatti)
279   Boulaye Dia Total matches : 19;956 (https://www.fotmob.com/en-GB/players/972120/boulaye-dia)
280   Lazar Samardzic Total matches : 23;934 (https://www.fotmob.com/en-GB/players/1050178/lazar-samardzic)
281   Denzel Dumfries Total matches : 14;930 (https://www.fotmob.com/en-GB/players/593118/denzel-dumfries)
282   Nahuel Estévez Total matches : 26;929 (https://www.fotmob.com/en-GB/players/815366/nahuel-estevez)
283   Duván Zapata Total matches : 24;928 (https://www.fotmob.com/en-GB/players/116555/duvan-zapata)
284   Alieu Fadera Total matches : 25;927 (https://www.fotmob.com/en-GB/players/1159233/alieu-fadera)
285   David Neres Total matches : 16;925 (https://www.fotmob.com/en-GB/players/793066/david-neres)
286   Jean-Daniel Akpa Akpro Total matches : 14;911 (https://www.fotmob.com/en-GB/players/279879/jean-daniel-akpa-akpro)
287   Alberto Moreno Total matches : 13;904 (https://www.fotmob.com/en-GB/players/314605/alberto-moreno)
288   Pervis Estupinán Total matches : 16;891 (https://www.fotmob.com/en-GB/players/688278/pervis-estupinan)
289   Patrick Cutrone Total matches : 15;891 (https://www.fotmob.com/en-GB/players/639671/patrick-cutrone)
290   Odilon Kossounou Total matches : 15;888 (https://www.fotmob.com/en-GB/players/1014496/odilon-kossounou)
291   Kamaldeen Sulemana Total matches : 22;885 (https://www.fotmob.com/en-GB/players/1130691/kamaldeen-sulemana)
292   Medon Berisha Total matches : 13;880 (https://www.fotmob.com/en-GB/players/1395728/medon-berisha)
293   Giovanni Fabbian Total matches : 22;863 (https://www.fotmob.com/en-GB/players/1276505/giovanni-fabbian)
294   Tete Morente Total matches : 16;859 (https://www.fotmob.com/en-GB/players/801213/tete-morente)
295   Gaetano Oristanio Total matches : 19;848 (https://www.fotmob.com/en-GB/players/1110045/gaetano-oristanio)
296   Sead Kolasinac Total matches : 13;847 (https://www.fotmob.com/en-GB/players/304345/sead-kolasinac)
297   Romano Floriani Mussolini Total matches : 21;843 (https://www.fotmob.com/en-GB/players/1307957/romano-floriani-mussolini)
298   Hans Nicolussi Caviglia Total matches : 18;842 (https://www.fotmob.com/en-GB/players/845994/hans-nicolussi-caviglia)
299   Caleb Ekuban Total matches : 25;834 (https://www.fotmob.com/en-GB/players/424614/caleb-ekuban)
300   Federico Bernardeschi Total matches : 22;827 (https://www.fotmob.com/en-GB/players/414245/federico-bernardeschi)
301   Juan Rodríguez Total matches : 10;813 (https://www.fotmob.com/en-GB/players/1621219/juan-rodriguez)
302   Alex Meret Total matches : 9;810 (https://www.fotmob.com/en-GB/players/577912/alex-meret)
302   Franco Israel Total matches : 9;810 (https://www.fotmob.com/en-GB/players/1053960/franco-israel)
302   Justin Bijlow Total matches : 9;810 (https://www.fotmob.com/en-GB/players/721533/justin-bijlow)
305   Pablo Marí Total matches : 11;809 (https://www.fotmob.com/en-GB/players/299981/pablo-mari)
306   Donyell Malen Total matches : 10;803 (https://www.fotmob.com/en-GB/players/660301/donyell-malen)
307   Marco Brescianini Total matches : 20;799 (https://www.fotmob.com/en-GB/players/950596/marco-brescianini)
308   Ange-Yoan Bonny Total matches : 25;798 (https://www.fotmob.com/en-GB/players/1199383/ange-yoan-bonny)
309   Ademola Lookman Total matches : 12;797 (https://www.fotmob.com/en-GB/players/690516/ademola-lookman)
310   Daniele Ghilardi Total matches : 16;792 (https://www.fotmob.com/en-GB/players/1386006/daniele-ghilardi)
311   Moatasem Al Musrati Total matches : 16;783 (https://www.fotmob.com/en-GB/players/649945/moatasem-al-musrati)
312   Daniel Maldini Total matches : 16;781 (https://www.fotmob.com/en-GB/players/1072054/daniel-maldini)
313   Thijs Dallinga Total matches : 21;780 (https://www.fotmob.com/en-GB/players/885085/thijs-dallinga)
314   Álvaro Morata Total matches : 19;778 (https://www.fotmob.com/en-GB/players/213501/alvaro-morata)
315   Evan Ferguson Total matches : 16;776 (https://www.fotmob.com/en-GB/players/1068482/evan-ferguson)
316   Niccolò Pisilli Total matches : 17;773 (https://www.fotmob.com/en-GB/players/1451196/niccolo-pisilli)
317   Riyad Idrissi Total matches : 23;767 (https://www.fotmob.com/en-GB/players/1668219/riyad-idrissi)
318   Fisayo Dele-Bashiru Total matches : 16;764 (https://www.fotmob.com/en-GB/players/1091907/fisayo-dele-bashiru)
319   Antonio Sanabria Total matches : 21;756 (https://www.fotmob.com/en-GB/players/474448/antonio-sanabria)
320   Devyne Rensch Total matches : 17;756 (https://www.fotmob.com/en-GB/players/1180321/devyne-rensch)
321   Ignace Van Der Brempt Total matches : 14;756 (https://www.fotmob.com/en-GB/players/1082597/ignace-van-der-brempt)
322   Jacob Ondrejka Total matches : 15;752 (https://www.fotmob.com/en-GB/players/1109476/jacob-ondrejka)
323   Luca Lipani Total matches : 16;741 (https://www.fotmob.com/en-GB/players/1369279/luca-lipani)
324   Omri Gandelman Total matches : 12;738 (https://www.fotmob.com/en-GB/players/1202114/omri-gandelman)
325   Luca Mazzitelli Total matches : 17;735 (https://www.fotmob.com/en-GB/players/513982/luca-mazzitelli)
326   Cristian Volpato Total matches : 16;734 (https://www.fotmob.com/en-GB/players/1308909/cristian-volpato)
327   Christian Ordóñez Total matches : 20;729 (https://www.fotmob.com/en-GB/players/1393542/christian-ordonez)
328   Abdou Harroui Total matches : 19;721 (https://www.fotmob.com/en-GB/players/909030/abdou-harroui)
329   Kevin De Bruyne Total matches : 11;715 (https://www.fotmob.com/en-GB/players/169200/kevin-de-bruyne)
330   Walid Cheddira Total matches : 25;714 (https://www.fotmob.com/en-GB/players/1078113/walid-cheddira)
331   Emil Holm Total matches : 12;702 (https://www.fotmob.com/en-GB/players/1014630/emil-holm)
332   Billy Gilmour Total matches : 14;700 (https://www.fotmob.com/en-GB/players/942549/billy-gilmour)
333   Valentín Castellanos Total matches : 11;694 (https://www.fotmob.com/en-GB/players/823658/valentin-castellanos)
334   Dusan Vlahovic Total matches : 14;693 (https://www.fotmob.com/en-GB/players/737857/dusan-vlahovic)
335   Aster Vranckx Total matches : 15;690 (https://www.fotmob.com/en-GB/players/1067754/aster-vranckx)
336   Emirhan Ilkhan Total matches : 14;690 (https://www.fotmob.com/en-GB/players/1301633/emirhan-ilkhan)
337   Jayden Addai Total matches : 12;688 (https://www.fotmob.com/en-GB/players/1347241/jayden-addai)
338   Pedro Total matches : 22;683 (https://www.fotmob.com/en-GB/players/150250/pedro)
339   Francesco Folino Total matches : 16;678 (https://www.fotmob.com/en-GB/players/1596106/francesco-folino)
340   Lennon Miller Total matches : 17;665 (https://www.fotmob.com/en-GB/players/1399969/lennon-miller)
341   Gabriele Piccinini Total matches : 18;664 (https://www.fotmob.com/en-GB/players/1289520/gabriele-piccinini)
342   Noa Lang Total matches : 18;662 (https://www.fotmob.com/en-GB/players/837341/noa-lang)
343   Ibrahim Sulemana Total matches : 12;660 (https://www.fotmob.com/en-GB/players/1396375/ibrahim-sulemana)
344   Neil El Aynaoui Total matches : 19;650 (https://www.fotmob.com/en-GB/players/1274060/neil-el-aynaoui)
345   Loïs Openda Total matches : 23;649 (https://www.fotmob.com/en-GB/players/747767/lois-openda)
346   Santiago Giménez Total matches : 10;640 (https://www.fotmob.com/en-GB/players/954092/santiago-gimenez)
347   Nicolas-Gerrit Kühn Total matches : 21;636 (https://www.fotmob.com/en-GB/players/888745/nicolas-gerrit-kuhn)
348   Jeff Ekhator Total matches : 24;635 (https://www.fotmob.com/en-GB/players/1669628/jeff-ekhator)
349   Francesco Camarda Total matches : 17;634 (https://www.fotmob.com/en-GB/players/1554575/francesco-camarda)
350   Andrias Edmundsson Total matches : 7;630 (https://www.fotmob.com/en-GB/players/846006/andrias-edmundsson)
350   Mattia Perin Total matches : 7;630 (https://www.fotmob.com/en-GB/players/181910/mattia-perin)
350   Simone Scuffet Total matches : 7;630 (https://www.fotmob.com/en-GB/players/423223/simone-scuffet)
353   Charalambos Lykogiannis Total matches : 10;627 (https://www.fotmob.com/en-GB/players/395914/charalambos-lykogiannis)
354   João Mário Total matches : 15;626 (https://www.fotmob.com/en-GB/players/958421/joao-mario)
354   Mohamed Kaba Total matches : 15;626 (https://www.fotmob.com/en-GB/players/1299869/mohamed-kaba)
356   Razvan Sava Total matches : 7;619 (https://www.fotmob.com/en-GB/players/1132319/razvan-sava)
357   Adam Buksa Total matches : 19;617 (https://www.fotmob.com/en-GB/players/557396/adam-buksa)
358   Enzo Ebosse Total matches : 9;617 (https://www.fotmob.com/en-GB/players/769167/enzo-ebosse)
359   Manuel Lazzari Total matches : 16;606 (https://www.fotmob.com/en-GB/players/662205/manuel-lazzari)
360   Antonio Vergara Total matches : 11;604 (https://www.fotmob.com/en-GB/players/1320863/antonio-vergara)
361   Matías Vecino Total matches : 13;599 (https://www.fotmob.com/en-GB/players/206322/matias-vecino)
362   Konstantinos Tsimikas Total matches : 16;593 (https://www.fotmob.com/en-GB/players/671529/konstantinos-tsimikas)
363   Tijjani Noslin Total matches : 21;591 (https://www.fotmob.com/en-GB/players/1282285/tijjani-noslin)
364   Nicolò Casale Total matches : 11;585 (https://www.fotmob.com/en-GB/players/814398/nicolo-casale)
365   Sebastian Otoa Total matches : 8;585 (https://www.fotmob.com/en-GB/players/1404077/sebastian-otoa)
366   Woyo Coulibaly Total matches : 13;583 (https://www.fotmob.com/en-GB/players/1074476/woyo-coulibaly)
367   Daniel Mosquera Total matches : 20;575 (https://www.fotmob.com/en-GB/players/1130732/daniel-mosquera)
368   Kieron Bowie Total matches : 7;574 (https://www.fotmob.com/en-GB/players/982617/kieron-bowie)
369   Tommaso Baldanzi Total matches : 14;562 (https://www.fotmob.com/en-GB/players/1200591/tommaso-baldanzi)
370   Malthe Højholt Total matches : 12;560 (https://www.fotmob.com/en-GB/players/1014136/malthe-hojholt)
371   Fabio Miretti Total matches : 18;545 (https://www.fotmob.com/en-GB/players/1280080/fabio-miretti)
372   Gabriel Strefezza Total matches : 7;543 (https://www.fotmob.com/en-GB/players/836436/gabriel-strefezza)
373   Alberto Dossena Total matches : 6;540 (https://www.fotmob.com/en-GB/players/822789/alberto-dossena)
373   Nícolas Total matches : 6;540 (https://www.fotmob.com/en-GB/players/282774/nicolas)
375   Niccolò Fortini Total matches : 16;530 (https://www.fotmob.com/en-GB/players/1642351/niccolo-fortini)
376   Yunus Musah Total matches : 17;529 (https://www.fotmob.com/en-GB/players/1137272/yunus-musah)
377   Junior Messias Total matches : 15;529 (https://www.fotmob.com/en-GB/players/1003368/junior-messias)
378   Stefano Sabelli Total matches : 11;519 (https://www.fotmob.com/en-GB/players/364104/stefano-sabelli)
379   Franco Vázquez Total matches : 15;516 (https://www.fotmob.com/en-GB/players/270774/franco-vazquez)
380   Reda Belahyane Total matches : 12;515 (https://www.fotmob.com/en-GB/players/1388071/reda-belahyane)
381   Zakaria Aboukhlal Total matches : 15;508 (https://www.fotmob.com/en-GB/players/846761/zakaria-aboukhlal)
382   Fali Candé Total matches : 12;507 (https://www.fotmob.com/en-GB/players/1041522/fali-cande)
383   Raúl Albiol Total matches : 8;502 (https://www.fotmob.com/en-GB/players/34029/raul-albiol)
384   Davide Frattesi Total matches : 18;499 (https://www.fotmob.com/en-GB/players/815431/davide-frattesi)
385   Abdoulaye Ndiaye Total matches : 7;496 (https://www.fotmob.com/en-GB/players/1053676/abdoulaye-ndiaye)
386   Giovanni Bonfanti Total matches : 9;495 (https://www.fotmob.com/en-GB/players/1337009/giovanni-bonfanti)
387   Zachary Athekame Total matches : 20;492 (https://www.fotmob.com/en-GB/players/1595629/zachary-athekame)
388   Adrian Benedyczak Total matches : 14;486 (https://www.fotmob.com/en-GB/players/920861/adrian-benedyczak)
389   Federico Ceccherini Total matches : 9;480 (https://www.fotmob.com/en-GB/players/244816/federico-ceccherini)
390   Rafael Obrador Total matches : 8;479 (https://www.fotmob.com/en-GB/players/1167529/rafael-obrador)
391   Benja Domínguez Total matches : 13;478 (https://www.fotmob.com/en-GB/players/1316088/benja-dominguez)
392   Ulisses Garcia Total matches : 7;478 (https://www.fotmob.com/en-GB/players/520979/ulisses-garcia)
393   Manor Solomon Total matches : 9;477 (https://www.fotmob.com/en-GB/players/822237/manor-solomon)
394   Mathias Fjørtoft Løvik Total matches : 9;472 (https://www.fotmob.com/en-GB/players/1130733/mathias-fjortoft-lovik)
395   Cristiano Biraghi Total matches : 11;466 (https://www.fotmob.com/en-GB/players/239350/cristiano-biraghi)
396   Jack Harrison Total matches : 8;460 (https://www.fotmob.com/en-GB/players/751649/jack-harrison)
397   Ardon Jashari Total matches : 9;459 (https://www.fotmob.com/en-GB/players/1163219/ardon-jashari)
398   Filip Kostic Total matches : 17;458 (https://www.fotmob.com/en-GB/players/281012/filip-kostic)
399   Jan Ziólkowski Total matches : 13;457 (https://www.fotmob.com/en-GB/players/1511063/jan-ziolkowski)
400   Francesco Coppola Total matches : 6;451 (https://www.fotmob.com/en-GB/players/1481098/francesco-coppola)
401   Assane Diao Total matches : 9;444 (https://www.fotmob.com/en-GB/players/1434889/assane-diao)
402   Sergi Roberto Total matches : 15;439 (https://www.fotmob.com/en-GB/players/212472/sergi-roberto)
403   Stephan El Shaarawy Total matches : 14;437 (https://www.fotmob.com/en-GB/players/161328/stephan-el-shaarawy)
404   Isak Vural Total matches : 9;434 (https://www.fotmob.com/en-GB/players/1400859/isak-vural)
405   Jacopo Fazzini Total matches : 15;428 (https://www.fotmob.com/en-GB/players/1329487/jacopo-fazzini)
406   Niclas Füllkrug Total matches : 14;428 (https://www.fotmob.com/en-GB/players/276791/niclas-fullkrug)
407   Tobias Slotsager Total matches : 7;424 (https://www.fotmob.com/en-GB/players/1367915/tobias-slotsager)
408   Saba Goglichidze Total matches : 8;422 (https://www.fotmob.com/en-GB/players/1507697/saba-goglichidze)
409   Vakoun Issouf Bayo Total matches : 13;420 (https://www.fotmob.com/en-GB/players/644738/vakoun-issouf-bayo)
410   Ivan Ilic Total matches : 8;415 (https://www.fotmob.com/en-GB/players/1036182/ivan-ilic)
411   Stefan de Vrij Total matches : 8;410 (https://www.fotmob.com/en-GB/players/188555/stefan-de-vrij)
412   Mattia Felici Total matches : 11;408 (https://www.fotmob.com/en-GB/players/1021302/mattia-felici)
413   Daniel Oyegoke Total matches : 12;407 (https://www.fotmob.com/en-GB/players/1098817/daniel-oyegoke)
414   Angeliño Total matches : 6;406 (https://www.fotmob.com/en-GB/players/603537/angelino)
415   Lorenzo Lucca Total matches : 16;401 (https://www.fotmob.com/en-GB/players/1212630/lorenzo-lucca)
416   Juan Cuadrado Total matches : 13;400 (https://www.fotmob.com/en-GB/players/155066/juan-cuadrado)
417   Corrie Ndaba Total matches : 11;399 (https://www.fotmob.com/en-GB/players/1041508/corrie-ndaba)
418   Pontus Almqvist Total matches : 9;399 (https://www.fotmob.com/en-GB/players/822589/pontus-almqvist)
419   Oier Zarraga Total matches : 18;392 (https://www.fotmob.com/en-GB/players/1106916/oier-zarraga)
420   Dennis Tørset Johnsen Total matches : 11;390 (https://www.fotmob.com/en-GB/players/822236/dennis-torset-johnsen)
421   Stefan Posch Total matches : 14;385 (https://www.fotmob.com/en-GB/players/557325/stefan-posch)
422   Rafiu Durosinmi Total matches : 9;385 (https://www.fotmob.com/en-GB/players/1305763/rafiu-durosinmi)
423   Artem Dovbyk Total matches : 13;384 (https://www.fotmob.com/en-GB/players/655696/artem-dovbyk)
424   Luca Marianucci Total matches : 6;384 (https://www.fotmob.com/en-GB/players/1529148/luca-marianucci)
425   Milan Djuric Total matches : 19;381 (https://www.fotmob.com/en-GB/players/108381/milan-djuric)
426   Alisson Santos Total matches : 6;377 (https://www.fotmob.com/en-GB/players/1355552/alisson-santos)
427   Patric Total matches : 9;374 (https://www.fotmob.com/en-GB/players/358149/patric)
428   Konan N’Dri Total matches : 20;363 (https://www.fotmob.com/en-GB/players/1027594/konan-ndri)
429   Marco Silvestri Total matches : 4;360 (https://www.fotmob.com/en-GB/players/165952/marco-silvestri)
430   Valentín Carboni Total matches : 12;354 (https://www.fotmob.com/en-GB/players/1347567/valentin-carboni)
431   Daniele Rugani Total matches : 8;348 (https://www.fotmob.com/en-GB/players/358155/daniele-rugani)
432   Felipe Loyola Total matches : 6;348 (https://www.fotmob.com/en-GB/players/1343374/felipe-loyola)
433   Nicolò Rovella Total matches : 8;342 (https://www.fotmob.com/en-GB/players/1020963/nicolo-rovella)
434   Rosen Bozhinov Total matches : 5;340 (https://www.fotmob.com/en-GB/players/1354820/rosen-bozhinov)
435   Oumar Ngom Total matches : 7;331 (https://www.fotmob.com/en-GB/players/1332538/oumar-ngom)
436   Zito Luvumbo Total matches : 12;321 (https://www.fotmob.com/en-GB/players/1089744/zito-luvumbo)
437   Niels Nkounkou Total matches : 9;319 (https://www.fotmob.com/en-GB/players/1104441/niels-nkounkou)
438   Lorenzo De Silvestri Total matches : 9;316 (https://www.fotmob.com/en-GB/players/25587/lorenzo-de-silvestri)
439   Michele Collocolo Total matches : 6;310 (https://www.fotmob.com/en-GB/players/774716/michele-collocolo)
440   Filip Stojilkovic Total matches : 7;304 (https://www.fotmob.com/en-GB/players/1079080/filip-stojilkovic)
441   Sandi Lovric Total matches : 8;296 (https://www.fotmob.com/en-GB/players/557346/sandi-lovric)
442   Edon Zhegrova Total matches : 13;289 (https://www.fotmob.com/en-GB/players/862616/edon-zhegrova)
443   Juan Cabal Total matches : 12;287 (https://www.fotmob.com/en-GB/players/1083562/juan-cabal)
444   Jérémie Boga Total matches : 7;276 (https://www.fotmob.com/en-GB/players/643229/jeremie-boga)
445   Giacomo Raspadori Total matches : 5;272 (https://www.fotmob.com/en-GB/players/951743/giacomo-raspadori)
446   Edoardo Motta Total matches : 3;270 (https://www.fotmob.com/en-GB/players/1621082/edoardo-motta)
446   Simone Perilli Total matches : 3;270 (https://www.fotmob.com/en-GB/players/364515/simone-perilli)
448   Joseph Liteta Total matches : 4;266 (https://www.fotmob.com/en-GB/players/1807301/joseph-liteta)
449   Mattia Viti Total matches : 10;260 (https://www.fotmob.com/en-GB/players/1116749/mattia-viti)
450   Filippo Romagna Total matches : 4;257 (https://www.fotmob.com/en-GB/players/528440/filippo-romagna)
451   Mikayil Faye Total matches : 8;250 (https://www.fotmob.com/en-GB/players/1518451/mikayil-faye)
452   Tino Anjorin Total matches : 13;245 (https://www.fotmob.com/en-GB/players/983199/tino-anjorin)
453   Edoardo Iannoni Total matches : 14;239 (https://www.fotmob.com/en-GB/players/1189692/edoardo-iannoni)
454   Edin Dzeko Total matches : 11;236 (https://www.fotmob.com/en-GB/players/15403/edin-dzeko)
455   Pol Lirola Total matches : 4;233 (https://www.fotmob.com/en-GB/players/769335/pol-lirola)
456   Adam Masina Total matches : 5;232 (https://www.fotmob.com/en-GB/players/500502/adam-masina)
457   Pasquale Mazzocchi Total matches : 11;230 (https://www.fotmob.com/en-GB/players/675327/pasquale-mazzocchi)
458   Christ-Owen Kouassi Total matches : 4;228 (https://www.fotmob.com/en-GB/players/1669441/christ-owen-kouassi)
459   Fallou Cham Total matches : 6;227 (https://www.fotmob.com/en-GB/players/1805105/fallou-cham)
460   Andy Diouf Total matches : 14;226 (https://www.fotmob.com/en-GB/players/1254297/andy-diouf)
461   Leonardo Pavoletti Total matches : 13;217 (https://www.fotmob.com/en-GB/players/231176/leonardo-pavoletti)
462   Petar Ratkov Total matches : 7;217 (https://www.fotmob.com/en-GB/players/1302821/petar-ratkov)
463   Iker Bravo Total matches : 8;204 (https://www.fotmob.com/en-GB/players/1308892/iker-bravo)
464   Mateus Lusuardi Total matches : 3;199 (https://www.fotmob.com/en-GB/players/1531814/mateus-lusuardi)
465   Luca Moro Total matches : 12;195 (https://www.fotmob.com/en-GB/players/1022843/luca-moro)
466   Ciro Immobile Total matches : 6;191 (https://www.fotmob.com/en-GB/players/161660/ciro-immobile)
467   Andrea Belotti Total matches : 3;190 (https://www.fotmob.com/en-GB/players/309726/andrea-belotti)
468   Lorenzo Venturino Total matches : 9;186 (https://www.fotmob.com/en-GB/players/1707510/lorenzo-venturino)
469   Leon Bailey Total matches : 7;182 (https://www.fotmob.com/en-GB/players/671331/leon-bailey)
470   Nicolae Stanciu Total matches : 4;181 (https://www.fotmob.com/en-GB/players/308516/nicolae-stanciu)
471   Daniele Padelli Total matches : 2;180 (https://www.fotmob.com/en-GB/players/42692/daniele-padelli)
471   Josep Martínez Total matches : 2;180 (https://www.fotmob.com/en-GB/players/772168/josep-martinez)
473   Daniele Sommariva Total matches : 2;175 (https://www.fotmob.com/en-GB/players/577914/daniele-sommariva)
474   Idrissa Gueye Total matches : 11;174 (https://www.fotmob.com/en-GB/players/1532261/idrissa-gueye)
475   Sandro Kulenovic Total matches : 7;174 (https://www.fotmob.com/en-GB/players/823113/sandro-kulenovic)
476   Vasilije Adzic Total matches : 10;163 (https://www.fotmob.com/en-GB/players/1382375/vasilije-adzic)
477   Elseid Hysaj Total matches : 4;162 (https://www.fotmob.com/en-GB/players/293160/elseid-hysaj)
478   Álex Sala Total matches : 8;154 (https://www.fotmob.com/en-GB/players/1280198/alex-sala)
479   David Okereke Total matches : 4;154 (https://www.fotmob.com/en-GB/players/740161/david-okereke)
480   Jeremy Sarmiento Total matches : 7;137 (https://www.fotmob.com/en-GB/players/1298925/jeremy-sarmiento)
481   Bryan Zaragoza Total matches : 4;135 (https://www.fotmob.com/en-GB/players/1202525/bryan-zaragoza)
482   Daniel Boloca Total matches : 2;135 (https://www.fotmob.com/en-GB/players/850055/daniel-boloca)
483   Nicholas Pierini Total matches : 11;134 (https://www.fotmob.com/en-GB/players/720649/nicholas-pierini)
484   Robinio Vaz Total matches : 7;132 (https://www.fotmob.com/en-GB/players/1705134/robinio-vaz)
485   Benjamín Cremaschi Total matches : 8;129 (https://www.fotmob.com/en-GB/players/1354177/benjamin-cremaschi)
486   Pietro Terracciano Total matches : 2;124 (https://www.fotmob.com/en-GB/players/281762/pietro-terracciano)
487   Daniel Denoon Total matches : 2;123 (https://www.fotmob.com/en-GB/players/1676885/daniel-denoon)
488   Thórir Helgason Total matches : 7;120 (https://www.fotmob.com/en-GB/players/939593/thorir-helgason)
489   Matteo Palma Total matches : 5;116 (https://www.fotmob.com/en-GB/players/1645922/matteo-palma)
490   Rui Modesto Total matches : 3;116 (https://www.fotmob.com/en-GB/players/1188665/rui-modesto)
491   Alieu Njie Total matches : 9;114 (https://www.fotmob.com/en-GB/players/1607014/alieu-njie)
492   Samuel Iling-Junior Total matches : 5;107 (https://www.fotmob.com/en-GB/players/1368061/samuel-iling-junior)
493   Lorran Total matches : 8;103 (https://www.fotmob.com/en-GB/players/1435445/lorran)
494   Maxwel Cornet Total matches : 7;103 (https://www.fotmob.com/en-GB/players/426880/maxwel-cornet)
495   Albert Grønbæk Total matches : 4;101 (https://www.fotmob.com/en-GB/players/1133381/albert-gronbaek)
496   Amorim Total matches : 5;96 (https://www.fotmob.com/en-GB/players/1469120/amorim)
497   Tomás Suslov Total matches : 5;93 (https://www.fotmob.com/en-GB/players/1127054/tomas-suslov)
498   Benjamin Pavard Total matches : 1;90 (https://www.fotmob.com/en-GB/players/611223/benjamin-pavard)
498   Filippo Rinaldi Total matches : 1;90 (https://www.fotmob.com/en-GB/players/1197339/filippo-rinaldi)
498   Stefano Turati Total matches : 1;90 (https://www.fotmob.com/en-GB/players/869054/stefano-turati)
501   Faris Moumbagna Total matches : 5;88 (https://www.fotmob.com/en-GB/players/952325/faris-moumbagna)
502   Massimo Pessina Total matches : 1;82 (https://www.fotmob.com/en-GB/players/1696050/massimo-pessina)
503   Yael Trepy Total matches : 7;81 (https://www.fotmob.com/en-GB/players/1861022/yael-trepy)
504   Darryl Bakola Total matches : 3;79 (https://www.fotmob.com/en-GB/players/1641041/darryl-bakola)
505   Branimir Mlacic Total matches : 3;76 (https://www.fotmob.com/en-GB/players/1712223/branimir-mlacic)
506   Eddy Kouadio Total matches : 3;70 (https://www.fotmob.com/en-GB/players/1676901/eddy-kouadio)
506   Matteo Darmian Total matches : 3;70 (https://www.fotmob.com/en-GB/players/46820/matteo-darmian)
508   Hernani Total matches : 4;69 (https://www.fotmob.com/en-GB/players/267374/hernani)
509   Alessandro Di Pardo Total matches : 3;53 (https://www.fotmob.com/en-GB/players/951711/alessandro-di-pardo)
510   Juan Arizala Total matches : 4;50 (https://www.fotmob.com/en-GB/players/1450999/juan-arizala)
511   Nesta Elphege Total matches : 3;50 (https://www.fotmob.com/en-GB/players/1460253/nesta-elphege)
512   Álex Jiménez Total matches : 1;45 (https://www.fotmob.com/en-GB/players/1526689/alex-jimenez)
513   Calvin Stengs Total matches : 4;42 (https://www.fotmob.com/en-GB/players/800624/calvin-stengs)
514   Grigoris Kastanos Total matches : 6;40 (https://www.fotmob.com/en-GB/players/625797/grigoris-kastanos)
515   Romelu Lukaku Total matches : 5;40 (https://www.fotmob.com/en-GB/players/181276/romelu-lukaku)
516   Nicolò Cavuoti Total matches : 4;40 (https://www.fotmob.com/en-GB/players/1290613/nicolo-cavuoti)
517   Amir Richardson Total matches : 2;40 (https://www.fotmob.com/en-GB/players/1255860/amir-richardson)
518   Sadik Fofana Total matches : 4;36 (https://www.fotmob.com/en-GB/players/1285732/sadik-fofana)
519   Giuseppe Ambrosino Total matches : 3;35 (https://www.fotmob.com/en-GB/players/1316205/giuseppe-ambrosino)
